,Unnamed: 0_x,person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,Unnamed: 0_y,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year
1638,2276,55857,8746730,misdemeanor,violent,2015-01-08,434,6102845,27.07945205479452,F,White,2017-02-17,0,0.0,0
819,6423,26596,6787821,misdemeanor,other,2016-08-02,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
5902,4799,1588377,4227644,misdemeanor,drug,2018-03-06,893,4998162,21.09315068493151,M,Black,2017-10-17,0,0.0,0
604,2389,22194,4592829,misdemeanor,drug,2017-12-26,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0
5062,191,1063563,7907895,felony,property,2015-09-29,385,4827776,30.816438356164383,M,White,2017-11-13,0,0.0,0
6232,5836,2559192,6055238,misdemeanor,other,2017-03-02,694,6055237,65.05205479452054,M,Black,2017-03-02,0,0.0,0
1202,546,40226,8118038,misdemeanor,violent,2015-07-27,206,3212729,31.235616438356164,M,Black,2018-08-07,0,0.0,0
6007,5804,1725478,3085056,misdemeanor,other,2018-09-04,922,3085056,50.43561643835616,M,Indian,2018-09-04,0,0.0,0
1611,513,55112,13657204,misdemeanor,drug,2012-01-13,225,7200043,46.46849315068493,M,White,2016-04-23,0,0.0,0
5494,2011,1247697,5936893,felony,violent,2017-04-02,278,5936893,17.542465753424658,M,White,2017-04-02,0,1.0,0
4887,1514,1009164,978015,misdemeanor,property,2019-09-14,804,7293010,26.153424657534245,M,Black,2016-03-30,0,0.0,0
1241,5259,42402,6701774,misdemeanor,other,2016-08-27,476,6701778,32.106849315068494,M,White,2016-08-27,0,0.0,0
6228,3147,2559192,8679678,misdemeanor,violent,2020-11-22,694,6055237,65.05205479452054,M,Black,2017-03-02,0,0.0,0
79,1679,3909,8403278,misdemeanor,other,2015-04-24,935,6370773,47.17260273972602,M,White,2016-12-01,0,0.0,3
269,4697,10071,8903270,misdemeanor,drug,2014-11-10,967,5792197,21.95890410958904,M,Black,2017-05-09,0,0.0,1
1600,439,54289,7266260,misdemeanor,violent,2016-04-06,243,7266260,51.58082191780822,M,,2016-04-06,0,0.0,0
3977,1554,404843,9299717,misdemeanor,drug,2014-06-29,322,3550258,32.032876712328765,M,mixed,2018-06-23,0,0.0,0
4326,3942,767053,671882,felony,violent,2019-11-15,719,2667595,26.07123287671233,M,Black,2018-11-20,1,0.0,1
4448,1187,908756,6577615,misdemeanor,violent,2016-10-01,350,7027943,35.915068493150685,M,Black,2016-05-21,0,0.0,0
3363,3892,212874,7184393,misdemeanor,violent,2016-04-29,250,7184393,41.35068493150685,M,mixed,2016-04-29,0,0.0,1
2934,6012,92220,6515483,misdemeanor,other,2016-10-20,629,6515483,61.131506849315066,M,,2016-10-20,0,0.0,0
3074,3574,93743,8884967,misdemeanor,other,2014-11-17,640,7392722,22.873972602739727,M,Black,2016-03-03,0,0.0,0
998,2462,29538,10596274,misdemeanor,property,2013-04-22,756,4502396,35.553424657534244,M,Black,2018-01-16,0,0.0,1
3510,6488,251820,4478468,misdemeanor,other,2018-01-20,461,4307219,31.624657534246577,M,Black,2018-02-20,0,0.0,0
2771,4926,84199,1500829,misdemeanor,drug,2019-06-05,553,7563283,22.12054794520548,M,Black,2016-01-14,0,0.0,0
4797,1031,991124,2772217,felony,other,2018-10-31,61,6794396,53.536986301369865,M,Black,2016-07-30,0,0.0,1
66,1929,2870,3819130,misdemeanor,property,2018-05-04,290,3819130,38.43835616438356,M,White,2018-05-04,0,0.0,0
2340,4105,74829,9944033,felony,property,2013-12-03,246,3392137,27.47945205479452,M,Black,2018-07-21,0,0.0,0
3423,3109,230959,9476216,misdemeanor,violent,2014-05-08,875,3128626,28.09041095890411,M,mixed,2018-08-25,0,0.0,0
2478,183,78786,9951702,misdemeanor,drug,2013-12-01,479,6645202,24.15068493150685,M,White,2016-09-12,0,0.0,2
1275,3373,43925,6397213,felony,violent,2016-11-22,736,6954720,19.44657534246576,M,White,2016-06-14,1,0.0,2
4099,2546,539268,50123,misdemeanor,property,2020-04-07,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0
5493,5912,1246239,8264135,misdemeanor,other,2015-06-11,109,5897554,20.66575342465753,M,White,2017-04-12,0,0.0,0
6013,3065,1747908,7543337,misdemeanor,violent,2016-01-20,556,7543337,31.213698630136985,M,Other,2016-01-20,0,0.0,0
4251,4234,720250,6598461,misdemeanor,other,2016-09-25,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1
1499,1591,50867,6340648,felony,violent,2016-12-13,944,5473408,20.72876712328767,M,Black,2017-07-21,1,0.0,1
4640,1428,935128,4955378,misdemeanor,violent,2017-10-24,375,6156149,48.56712328767123,F,Black,2017-02-06,0,0.0,0
5555,3081,1295291,3187384,misdemeanor,violent,2018-08-12,347,7149171,37.394520547945206,M,White,2016-05-09,0,0.0,1
4880,4995,1009103,3679683,misdemeanor,drug,2018-05-30,871,5293905,24.052054794520547,F,Black,2017-08-25,0,0.0,1
5175,5911,1072559,8203434,misdemeanor,other,2015-07-02,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
437,2998,15177,11079123,misdemeanor,violent,2012-10-27,331,5497906,40.90958904109589,M,Black,2017-07-17,0,0.0,1
4722,972,961819,4667298,misdemeanor,violent,2017-12-10,849,4667298,38.298630136986304,M,Black,2017-12-10,0,0.0,0
5966,5419,1615681,6984070,misdemeanor,other,2016-06-04,537,6984069,18.88767123287672,M,White,2016-06-04,0,0.0,0
5786,207,1465404,6759197,misdemeanor,violent,2016-08-10,448,6759197,27.92602739726028,M,White,2016-08-10,0,0.0,0
3525,6255,253477,7651733,misdemeanor,other,2015-12-15,970,7019251,51.3013698630137,M,White,2016-05-24,0,0.0,0
1085,3705,33253,6484280,felony,property,2016-10-31,649,4284534,24.306849315068494,M,Black,2018-02-25,0,0.0,0
2155,2240,69474,1092326,misdemeanor,drug,2019-08-23,106,6460426,30.30958904109589,F,White,2016-11-07,0,0.0,0
4182,3683,571225,9092739,misdemeanor,property,2014-09-06,381,6053989,53.654794520547945,M,Black,2017-03-02,0,0.0,0
144,2319,5684,3668551,misdemeanor,property,2018-06-01,624,3668551,45.38356164383562,M,White,2018-06-01,0,0.0,0
1761,698,57529,10960267,felony,drug,2012-12-10,153,7224958,25.56438356164384,M,Black,2016-04-17,1,0.0,0
2104,2824,69058,8679258,misdemeanor,violent,2020-11-21,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
3258,3814,145687,10740887,felony,property,2013-03-03,817,6183350,38.347945205479455,M,Asian,2017-01-30,0,0.0,0
5371,1899,1129862,7886334,misdemeanor,violent,2015-10-07,390,7422871,30.457534246575342,M,White,2016-02-23,0,0.0,0
5732,3257,1431369,11506217,misdemeanor,other,2012-06-03,850,3129407,38.81917808219178,M,Black,2018-08-24,0,0.0,0
5485,2322,1244695,3993071,misdemeanor,drug,2018-04-05,211,3046602,45.02739726027397,F,White,2018-09-10,0,0.0,1
995,4459,28865,5883782,misdemeanor,other,2017-04-17,86,5883782,20.852054794520548,M,Black,2017-04-17,0,0.0,1
3840,317,342694,4101148,misdemeanor,violent,2018-03-28,465,6486630,19.843835616438355,F,White,2016-10-29,0,0.0,0
5064,203,1063563,6547915,misdemeanor,property,2016-10-11,385,4827776,30.816438356164383,M,White,2017-11-13,0,0.0,0
6337,4086,3007259,3191818,misdemeanor,property,2018-08-10,324,2989464,45.28767123287671,F,mixed,2018-09-20,0,0.0,0
1065,4297,32779,9633151,misdemeanor,other,2014-03-16,261,6049457,27.38082191780822,M,Black,2017-03-03,0,0.0,1
5658,2198,1309468,9597284,misdemeanor,property,2014-03-27,287,7307171,35.24931506849315,F,White,2016-03-26,0,0.0,0
1868,2938,60742,985199,misdemeanor,violent,2019-09-13,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0
882,4080,27382,5872507,misdemeanor,property,2017-04-19,75,7381538,26.56438356164384,M,Black,2016-03-07,0,0.0,0
3944,279,359972,7707743,misdemeanor,violent,2015-11-30,16,3836808,27.076712328767123,F,Black,2018-05-01,0,0.0,0
3646,4550,318640,5764524,misdemeanor,other,2017-05-16,158,5764522,25.813698630136987,M,White,2017-05-16,0,0.0,0
788,6275,26596,8097319,misdemeanor,other,2015-08-03,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
2217,5211,71257,2311096,misdemeanor,drug,2019-01-30,630,2922536,33.32054794520548,M,Black,2018-10-02,0,0.0,0
464,5782,15340,10702891,misdemeanor,other,2013-03-16,237,5697246,39.5972602739726,M,White,2017-05-31,0,0.0,0
2355,3179,75426,5234404,felony,violent,2017-09-07,445,6724650,20.78904109589041,M,White,2016-08-20,1,0.0,0
1945,2959,64186,2394642,misdemeanor,drug,2019-01-15,917,6203506,35.85753424657534,M,Black,2017-01-24,0,0.0,0
1888,2256,63048,5974822,misdemeanor,property,2017-03-24,631,6194431,26.27671232876712,F,White,2017-01-26,0,0.0,0
4779,2137,988645,6865604,misdemeanor,property,2016-07-08,679,6990731,18.816438356164383,M,Black,2016-06-02,0,0.0,0
2405,2857,76733,4573842,misdemeanor,other,2017-12-30,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0
2430,5435,77082,766081,misdemeanor,property,2019-10-26,356,6537617,29.134246575342463,M,White,2016-10-14,0,0.0,0
4465,991,909315,4524392,misdemeanor,violent,2018-01-11,410,4524392,22.035616438356165,M,Black,2018-01-11,0,0.0,0
4573,5022,913768,10569360,misdemeanor,other,2013-05-01,675,7583303,41.04383561643836,M,Black,2016-01-08,0,0.0,0
4023,2226,474178,5847053,misdemeanor,other,2017-04-25,213,5597498,28.304109589041097,M,White,2017-06-23,0,0.0,0
6139,2761,2293944,8140323,misdemeanor,property,2015-07-20,555,5847419,38.96712328767124,M,Other,2017-04-25,0,0.0,0
3343,3680,207810,8874555,misdemeanor,drug,2014-11-20,511,3739546,27.51780821917808,M,Black,2018-05-20,0,0.0,0
2865,5858,89034,731479,misdemeanor,other,2019-11-04,590,5573668,32.09041095890411,M,White,2017-06-30,0,0.0,0
5639,2681,1308319,5968338,misdemeanor,other,2017-03-27,46,5819314,19.27671232876712,M,Black,2017-05-02,0,0.0,0
1388,4644,47754,4777775,misdemeanor,property,2017-11-20,133,4777775,36.44931506849315,F,White,2017-11-20,0,0.0,0
511,4940,15930,11593508,misdemeanor,violent,2012-05-04,335,4079940,26.504109589041096,M,Black,2018-03-31,0,0.0,0
4618,1280,929734,893243,misdemeanor,property,2019-09-30,297,2971473,40.465753424657535,M,White,2018-09-24,0,0.0,0
2765,1214,84199,7563283,misdemeanor,violent,2016-01-14,553,7563283,22.12054794520548,M,Black,2016-01-14,0,0.0,0
6330,2804,2952316,5662902,misdemeanor,violent,2017-06-09,805,5662902,61.33698630136986,M,White,2017-06-09,0,0.0,0
5565,5913,1297492,6957590,misdemeanor,other,2016-06-13,33,6957590,22.775342465753425,M,White,2016-06-13,0,0.0,0
4508,4841,910635,11300641,misdemeanor,other,2012-08-13,841,4973877,61.01643835616439,M,Black,2017-10-22,0,0.0,0
1853,998,60347,3444106,felony,drug,2018-07-12,463,3372243,44.915068493150685,M,Black,2018-07-25,1,0.0,3
2526,212,79024,4827774,misdemeanor,property,2017-11-13,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0
435,2470,15177,4586662,misdemeanor,violent,2017-12-27,331,5497906,40.90958904109589,M,Black,2017-07-17,0,0.0,1
3627,3860,316053,7947411,misdemeanor,drug,2015-09-17,353,5560634,41.33698630136986,F,White,2017-07-03,0,0.0,0
5660,2207,1309468,7333834,misdemeanor,drug,2016-03-18,287,7307171,35.24931506849315,F,White,2016-03-26,0,0.0,0
1829,717,59578,10635769,felony,drug,2013-04-08,480,7422471,39.63835616438356,M,Black,2016-02-23,0,0.0,1
3663,291,320631,6305418,misdemeanor,property,2016-12-23,996,6305418,31.63013698630137,M,Black,2016-12-23,0,0.0,0
5212,3230,1075503,6623957,misdemeanor,property,2016-09-19,212,6623957,61.09041095890411,M,Black,2016-09-19,0,0.0,1
5109,4525,1065449,12006508,misdemeanor,other,2018-04-04,635,6236432,32.635616438356166,M,White,2017-01-13,0,0.0,0
987,5430,28614,3033487,misdemeanor,other,2018-09-12,983,6045036,25.895890410958906,M,Black,2017-03-05,0,0.0,0
6283,2390,2793559,4662342,misdemeanor,drug,2017-12-11,147,4662342,45.61643835616438,M,White,2017-12-11,0,0.0,0
4679,1695,953314,6691705,felony,property,2016-08-29,800,5373998,23.87123287671233,M,White,2017-08-10,0,0.0,0
619,2916,22194,4884956,misdemeanor,drug,2017-11-02,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0
3384,6118,220893,7488749,misdemeanor,other,2016-02-08,523,7488749,18.24109589041096,F,Black,2016-02-08,0,0.0,0
5503,608,1256556,131673,misdemeanor,violent,2020-03-05,254,6931649,20.413698630136988,M,White,2016-06-20,0,0.0,0
880,6497,27249,2083126,felony,property,2019-03-12,960,6478529,22.87945205479452,M,Black,2016-11-01,1,0.0,3
2024,515,66829,13633121,misdemeanor,violent,2012-08-23,793,6871709,48.30684931506849,M,White,2016-07-06,0,0.0,2
6502,6440,3570780,6097696,misdemeanor,other,2017-02-18,179,6097696,32.78082191780822,M,Black,2017-02-18,0,0.0,0
546,107,19918,11937347,misdemeanor,violent,2015-07-14,562,2977729,27.96712328767123,M,White,2018-09-22,0,0.0,0
1662,4758,56320,7804346,felony,drug,2015-10-30,762,4840593,35.95890410958904,M,Black,2017-11-11,0,0.0,0
6327,2797,2934677,5825991,misdemeanor,property,2017-05-01,825,7386847,22.624657534246577,M,White,2016-03-04,0,0.0,0
5327,5229,1124386,5866817,felony,drug,2017-04-20,399,6928740,19.56164383561644,M,Black,2016-06-21,1,0.0,1
6005,5339,1712911,4642421,misdemeanor,other,2017-12-14,991,4642420,75.55616438356165,M,White,2017-12-14,0,0.0,0
4542,4875,911310,7638580,misdemeanor,other,2015-12-18,711,7364521,44.536986301369865,M,Black,2016-03-10,0,0.0,0
3779,4670,336042,10681682,misdemeanor,other,2013-03-23,610,5170311,55.30684931506849,M,White,2017-09-15,0,0.0,0
5604,2739,1306011,5522833,felony,property,2017-07-11,447,7193530,59.12054794520548,M,White,2016-04-26,0,0.0,2
1089,4099,33253,11191758,felony,property,2012-09-18,649,4284534,24.306849315068494,M,Black,2018-02-25,0,0.0,0
5358,1901,1127882,6577733,misdemeanor,violent,2016-10-01,348,6577733,26.84931506849315,F,White,2016-10-01,0,0.0,0
868,4327,27249,6816280,misdemeanor,other,2016-07-23,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3
2599,992,81249,3377366,misdemeanor,violent,2018-07-24,529,3377366,50.26849315068493,M,Black,2018-07-24,0,0.0,0
6052,5264,1800486,5784691,felony,other,2017-05-11,483,5784691,33.04383561643836,M,White,2017-05-11,0,1.0,0
1016,2621,29538,20703532,misdemeanor,violent,2012-03-28,756,4502396,35.553424657534244,M,Black,2018-01-16,0,0.0,1
6118,4661,2143682,4437585,misdemeanor,property,2018-01-26,646,5014497,54.484931506849314,M,White,2017-10-14,0,0.0,0
4316,6142,750540,5637824,misdemeanor,drug,2017-06-15,750,5637824,23.654794520547945,M,Black,2017-06-15,0,0.0,0
922,6465,27558,3242692,misdemeanor,other,2018-08-01,54,4448872,37.512328767123286,M,Black,2018-01-25,0,0.0,1
6294,2811,2871747,4539120,misdemeanor,property,2018-01-09,658,6601849,53.79726027397261,M,Black,2016-09-23,0,0.0,0
6166,5046,2400358,6193867,misdemeanor,drug,2017-01-26,941,6193867,40.93698630136986,F,mixed,2017-01-26,0,0.0,0
2778,4923,84410,4128404,misdemeanor,drug,2018-03-25,517,5974264,42.84109589041096,F,Black,2017-03-24,0,0.0,0
232,5000,9044,3076203,misdemeanor,other,2018-09-04,715,3076203,21.186301369863013,M,Black,2018-09-04,0,0.0,0
2418,5619,76733,1790607,misdemeanor,drug,2019-05-02,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0
2049,1527,67140,11593422,felony,drug,2012-05-04,204,5670555,29.33150684931507,M,Black,2017-06-07,1,0.0,2
5742,76,1439871,7773343,misdemeanor,property,2015-11-09,835,7030740,30.698630136986303,M,White,2016-05-20,0,0.0,0
5726,4505,1417936,8677143,misdemeanor,other,2020-11-19,947,4804643,18.745205479452054,M,White,2017-11-17,0,0.0,0
4351,5914,844881,6716680,misdemeanor,other,2016-08-23,938,2939914,22.983561643835618,M,White,2018-09-30,0,0.0,0
4955,5064,1050738,830519,misdemeanor,property,2019-10-12,494,3479577,22.24931506849315,M,Black,2018-07-06,0,0.0,0
3813,581,339988,5692673,misdemeanor,property,2017-06-01,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0
1523,705,51435,11050780,felony,violent,2012-11-08,726,4761709,33.465753424657535,M,Black,2017-11-24,0,0.0,0
3908,5307,349867,3432249,misdemeanor,property,2018-07-15,676,6357251,23.82191780821918,F,White,2016-12-09,0,0.0,0
1880,1195,62147,7292958,felony,violent,2016-03-30,468,7292958,20.78082191780822,M,Black,2016-03-30,1,0.0,0
1658,1081,56320,11423824,felony,other,2012-06-30,762,4840593,35.95890410958904,M,Black,2017-11-11,0,0.0,0
4245,4176,720250,7043348,misdemeanor,property,2020-10-07,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1
5778,4511,1457941,8121440,misdemeanor,other,2015-07-26,120,7138010,43.21917808219178,F,White,2016-05-11,0,0.0,0
3347,3764,207810,3739546,misdemeanor,violent,2018-05-20,511,3739546,27.51780821917808,M,Black,2018-05-20,0,0.0,0
5539,1887,1292211,7186647,misdemeanor,property,2016-04-28,717,4460552,21.145205479452056,M,Black,2018-01-23,0,0.0,1
5377,1670,1130673,10798290,misdemeanor,drug,2013-02-11,599,7005244,25.65205479452055,M,Black,2016-05-28,0,0.0,1
4812,4920,995275,2993372,misdemeanor,other,2018-09-19,790,6390045,45.11506849315069,M,mixed,2016-11-23,0,0.0,0
4697,921,960846,7761406,misdemeanor,violent,2015-11-13,764,5919982,26.92328767123288,F,Black,2017-04-06,0,0.0,0
5965,5418,1615681,6984069,misdemeanor,other,2016-06-04,537,6984069,18.88767123287672,M,White,2016-06-04,0,0.0,0
4703,688,961194,8535673,misdemeanor,property,2015-03-16,945,3394043,55.55068493150685,M,Black,2018-07-20,0,0.0,0
5903,5073,1588377,5038412,misdemeanor,property,2017-10-10,893,4998162,21.09315068493151,M,Black,2017-10-17,0,0.0,0
6196,3286,2508428,5769400,misdemeanor,drug,2017-05-16,68,5769400,35.37808219178082,M,White,2017-05-16,0,0.0,0
4903,2312,1012225,6096461,misdemeanor,drug,2017-02-19,823,6096461,50.65753424657535,M,White,2017-02-19,0,0.0,0
4829,1605,1000104,5327849,misdemeanor,other,2017-08-20,701,5327849,24.931506849315067,M,Black,2017-08-20,0,0.0,0
1602,4780,54289,6863371,misdemeanor,other,2016-07-08,243,7266260,51.58082191780822,M,,2016-04-06,0,0.0,0
5238,3091,1111687,8515727,misdemeanor,violent,2015-03-23,950,5936371,33.51780821917808,M,White,2017-04-03,0,0.0,0
1378,1594,47273,7465597,felony,drug,2016-02-13,621,7465597,23.38082191780822,M,Black,2016-02-13,0,0.0,0
4906,986,1012253,5965226,misdemeanor,violent,2017-03-27,661,5965226,25.04383561643836,F,Black,2017-03-27,0,0.0,0
2226,1238,72764,6163577,misdemeanor,violent,2017-02-03,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3
4759,2604,984444,8121776,misdemeanor,drug,2015-07-26,506,6058937,24.95890410958904,M,White,2017-03-01,0,0.0,0
1715,1046,56946,2331303,misdemeanor,violent,2019-01-27,786,5140950,38.2027397260274,M,Black,2017-09-21,0,0.0,0
3899,2172,349867,8750156,misdemeanor,drug,2015-01-07,676,6357251,23.82191780821918,F,White,2016-12-09,0,0.0,0
5030,3026,1060589,1541493,felony,other,2019-05-29,199,4941565,28.134246575342463,M,Black,2017-10-27,1,0.0,2
197,16,8819,5053407,felony,other,2017-10-06,877,5059344,42.56438356164384,M,Black,2017-10-05,0,0.0,1
3888,6496,344444,1988880,misdemeanor,property,2019-03-28,270,4865164,27.265753424657536,M,Black,2017-11-06,0,0.0,1
4925,4667,1023093,3350807,misdemeanor,other,2020-07-05,64,3493710,18.852054794520548,M,Black,2018-07-04,0,0.0,0
5011,2971,1059734,6293351,misdemeanor,property,2016-12-30,308,6984750,27.78904109589041,F,Black,2016-06-04,0,0.0,0
1166,6413,35378,8029917,misdemeanor,other,2015-08-23,338,3368502,62.18082191780822,M,Black,2018-07-26,0,0.0,0
5051,85,1063563,6123275,misdemeanor,property,2017-02-13,385,4827776,30.816438356164383,M,White,2017-11-13,0,0.0,0
2985,3508,92636,5182465,misdemeanor,property,2017-09-14,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0
5793,3202,1475717,1783046,misdemeanor,drug,2019-05-04,275,3193787,33.11232876712329,F,White,2018-08-10,0,0.0,0
2545,3182,79145,4092738,misdemeanor,property,2018-03-29,495,4185409,26.87945205479452,F,White,2018-03-14,0,0.0,0
1864,2905,60742,8165891,misdemeanor,other,2015-07-13,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0
4359,3038,847667,6326666,misdemeanor,other,2016-12-17,569,5564259,32.27945205479452,F,Black,2017-07-03,0,0.0,0
3156,3416,103801,11505978,misdemeanor,drug,2012-06-03,997,7470210,22.88219178082192,M,Black,2016-02-12,0,0.0,0
4652,1491,940651,6924080,misdemeanor,property,2016-06-22,601,3015248,40.293150684931504,F,mixed,2018-09-15,0,0.0,0
2094,362,69058,5354790,misdemeanor,other,2017-08-14,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
4507,4749,910635,9474358,misdemeanor,drug,2014-05-08,841,4973877,61.01643835616439,M,Black,2017-10-22,0,0.0,0
3455,4187,238381,2066120,misdemeanor,property,2019-03-14,121,5854343,19.65753424657534,F,Black,2017-04-22,0,0.0,0
6510,6464,3604266,3090561,misdemeanor,violent,2018-09-01,968,3090561,36.63013698630137,M,Black,2018-09-01,0,0.0,0
1113,4355,33633,5803636,misdemeanor,violent,2017-05-06,169,6995174,18.2986301369863,M,mixed,2016-06-01,0,0.0,0
2711,1783,83127,6186016,felony,property,2017-01-28,890,6186016,21.172602739726027,M,Black,2017-01-28,1,0.0,0
535,842,19626,3964614,misdemeanor,violent,2018-04-10,263,4180689,21.15890410958904,F,mixed,2018-03-14,0,0.0,0
1380,4741,47273,10847254,felony,drug,2013-01-24,621,7465597,23.38082191780822,M,Black,2016-02-13,0,0.0,0
4015,2250,456897,6649145,felony,other,2016-09-11,930,6649145,24.86027397260274,M,Black,2016-09-11,0,1.0,0
4477,1003,909645,3875011,misdemeanor,violent,2018-04-24,490,5568205,61.298630136986304,F,Black,2017-06-30,0,0.0,0
